customer_id,name,gender,birth_date,register_date,region,modify_date
C00067,Customer_67,M,1982-02-28,2023-04-26,離島,
C00068,Customer_68,F,2007-07-12,2021-09-15,東部,2022-01-23
C00069,Customer_69,F,1984-01-18,2022-02-14,中部,
C00070,Customer_70,F,2004-06-06,2021-05-15,東部,2024-08-21
C00071,Customer_71,M,1999-08-28,2023-06-08,南部,
C00072,Customer_72,F,1974-12-11,2021-07-10,南部,
C00073,Customer_73,F,1966-03-15,2021-07-12,離島,
C00074,Customer_74,M,1981-09-06,2022-01-08,中部,
C00075,Customer_75,M,2003-07-21,2024-08-17,北部,
C00076,Customer_76,F,1983-07-02,2020-10-19,南部,
C00077,Customer_77,F,1978-10-27,2025-02-02,東部,2025-07-25
C00078,Customer_78,F,1985-03-14,2025-06-25,離島,
C00079,Customer_79,F,1967-04-01,2024-02-22,北部,2024-12-19
C00080,Customer_80,F,1998-11-25,2025-07-11,南部,
C00081,Customer_81,M,2001-10-15,2023-10-09,南部,
C00082,Customer_82,F,1969-09-07,2024-01-12,離島,
C00083,Customer_83,M,1976-09-20,2024-10-17,東部,2025-07-07
C00084,Customer_84,F,1982-07-23,2023-03-25,北部,
C00085,Customer_85,M,1986-03-03,2020-12-18,離島,
C00086,Customer_86,F,1971-07-02,2024-05-05,東部,
C00087,Customer_87,F,1976-10-09,2025-07-11,離島,
C00088,Customer_88,M,1977-03-14,2025-01-09,東部,
C00089,Customer_89,F,1991-04-07,2022-03-01,離島,2023-09-13
C00090,Customer_90,F,2003-08-13,2025-06-04,北部,2025-06-21
C00091,Customer_91,F,1975-05-14,2021-07-26,離島,
C00092,Customer_92,M,1969-02-24,2021-11-12,中部,
C00093,Customer_93,M,1974-05-27,2024-09-14,中部,2025-02-25
C00094,Customer_94,M,1999-12-15,2023-08-25,離島,
C00095,Customer_95,F,1995-10-17,2024-09-05,北部,
C00096,Customer_96,M,1978-06-14,2023-12-14,中部,
C00097,Customer_97,M,1972-12-27,2021-04-19,中部,2024-07-05
C00098,Customer_98,M,1982-05-17,2024-04-04,北部,
C00099,Customer_99,M,1977-12-09,2022-06-08,北部,
C00100,Customer_100,F,1969-10-19,2020-10-09,中部,
C00101,Customer_101,F,1994-10-05,2022-01-18,北部,
C00102,Customer_102,M,1976-02-19,2024-04-26,北部,
C00103,Customer_103,F,1970-04-01,2023-05-26,中部,
C00104,Customer_104,F,2007-07-14,2023-05-08,東部,
C00105,Customer_105,M,1982-07-18,2024-12-05,南部,2025-06-15
C00106,Customer_106,M,2005-08-10,2023-08-11,離島,
C00107,Customer_107,F,1992-07-11,2024-06-07,北部,2025-05-31
C00108,Customer_108,F,1983-03-05,2024-05-28,離島,
C00109,Customer_109,F,1992-10-03,2023-09-04,北部,
C00110,Customer_110,M,1985-01-28,2024-03-08,南部,
C00111,Customer_111,M,1969-09-23,2024-12-05,東部,
C00112,Customer_112,F,2003-02-09,2024-09-28,東部,
C00113,Customer_113,M,2003-04-01,2021-10-29,中部,
C00114,Customer_114,M,2001-02-10,2023-02-06,南部,
C00115,Customer_115,M,2000-05-01,2025-06-21,離島,
C00116,Customer_116,M,1983-05-24,2025-06-12,北部,
C00117,Customer_117,F,1991-03-03,2021-04-03,離島,2024-10-09
C00118,Customer_118,M,1984-01-31,2021-04-03,南部,
C00119,Customer_119,F,1973-05-13,2024-01-12,北部,
C00120,Customer_120,M,1978-12-13,2024-10-04,離島,2025-02-02
C00121,Customer_121,F,1996-06-13,2021-10-19,北部,
C00122,Customer_122,F,1998-02-03,2022-09-23,中部,
C00123,Customer_123,F,1984-09-11,2022-01-27,東部,
C00124,Customer_124,F,1976-12-16,2023-10-13,南部,2025-01-26
C00125,Customer_125,F,1985-09-17,2024-10-10,中部,
C00126,Customer_126,M,1997-03-12,2025-03-18,離島,
C00127,Customer_127,F,1981-11-17,2024-12-09,北部,
C00128,Customer_128,F,1994-11-25,2021-08-20,南部,
C00129,Customer_129,F,1980-10-04,2023-05-09,中部,
C00130,Customer_130,M,1995-10-18,2021-08-18,南部,
C00131,Customer_131,M,1986-03-05,2021-12-01,南部,
C00132,Customer_132,M,1977-10-20,2022-09-05,北部,
C00133,Customer_133,M,1970-06-08,2025-05-19,南部,2025-06-28
C00134,Customer_134,M,2000-07-09,2025-03-23,北部,
C00135,Customer_135,F,1971-01-03,2020-11-27,離島,
C00136,Customer_136,M,1976-05-04,2022-08-29,中部,
C00137,Customer_137,M,1997-07-01,2025-04-28,東部,
C00138,Customer_138,M,2002-03-17,2022-07-10,中部,
C00139,Customer_139,F,1986-03-08,2021-12-16,中部,
C00140,Customer_140,F,1976-10-01,2025-07-05,南部,
C00141,Customer_141,F,1995-07-20,2021-02-18,東部,2025-05-17
C00142,Customer_142,F,2001-01-25,2021-07-11,中部,
C00143,Customer_143,F,1988-01-01,2024-08-16,離島,
C00144,Customer_144,M,2007-04-11,2024-02-22,南部,
C00145,Customer_145,F,2003-11-17,2022-04-20,南部,2023-09-18
C00146,Customer_146,M,1985-04-29,2023-06-30,南部,
C00147,Customer_147,F,1995-11-09,2023-02-27,東部,
C00148,Customer_148,F,1970-11-25,2024-04-09,北部,
C00149,Customer_149,F,2006-01-08,2024-07-02,中部,
C00150,Customer_150,M,1997-04-25,2023-09-05,北部,
C00151,Customer_151,F,1987-10-29,2023-09-26,離島,
C00152,Customer_152,F,1988-12-02,2024-09-12,離島,
C00153,Customer_153,F,1987-04-28,2023-04-14,南部,2024-07-24
C00154,Customer_154,M,1970-02-20,2024-11-29,南部,2025-06-30
C00155,Customer_155,M,1970-03-27,2022-11-11,南部,
C00156,Customer_156,M,1973-04-28,2025-04-10,北部,
C00157,Customer_157,M,1982-10-01,2024-06-18,離島,
C00158,Customer_158,M,2006-02-04,2023-05-30,南部,
C00159,Customer_159,M,1973-04-01,2023-02-05,南部,2025-06-09
C00160,Customer_160,F,1980-02-07,2025-07-05,東部,2025-07-08
C00161,Customer_161,F,2006-07-18,2021-08-06,北部,
C00162,Customer_162,F,1967-07-02,2024-09-22,離島,2024-09-27
C00163,Customer_163,F,1967-05-31,2024-09-16,北部,
C00164,Customer_164,M,2006-06-16,2020-11-08,中部,
C00165,Customer_165,M,2000-03-12,2021-08-10,中部,
C00166,Customer_166,M,1997-03-20,2020-12-01,北部,
C00167,Customer_167,M,1992-03-22,2024-06-23,南部,
C00168,Customer_168,F,1999-02-17,2025-01-06,離島,2025-07-01
C00169,Customer_169,M,2005-05-24,2024-03-08,南部,
C00170,Customer_170,M,2004-07-25,2023-04-15,東部,2023-12-24
C00171,Customer_171,M,1976-07-29,2022-02-14,北部,
C00172,Customer_172,M,1986-10-18,2024-02-14,南部,
C00173,Customer_173,F,1993-12-03,2024-06-18,中部,
C00174,Customer_174,F,1985-06-02,2023-09-02,南部,
C00175,Customer_175,F,1965-11-10,2021-12-01,離島,
C00176,Customer_176,F,1969-07-24,2021-09-26,中部,
C00177,Customer_177,M,1988-11-01,2022-04-14,離島,
C00178,Customer_178,M,1984-11-19,2024-08-16,東部,
C00179,Customer_179,M,1994-04-19,2021-11-11,北部,
C00180,Customer_180,F,1969-06-01,2024-11-17,離島,
C00181,Customer_181,M,1982-10-24,2021-12-16,南部,
C00182,Customer_182,M,2006-01-09,2025-03-26,北部,
C00183,Customer_183,F,1991-01-01,2025-02-23,北部,
C00184,Customer_184,F,1972-06-10,2021-07-10,北部,
C00185,Customer_185,M,1994-03-23,2025-02-03,中部,2025-06-05
C00186,Customer_186,F,1974-12-20,2024-12-18,南部,
C00187,Customer_187,F,1987-06-27,2025-01-29,東部,2025-07-28
C00188,Customer_188,M,1998-03-11,2023-02-27,南部,
C00189,Customer_189,F,1992-12-02,2022-04-18,離島,
C00190,Customer_190,M,1986-10-30,2020-10-17,南部,
C00191,Customer_191,M,1986-06-09,2021-08-23,南部,
C00192,Customer_192,M,1997-11-27,2022-03-31,南部,
C00193,Customer_193,M,1974-08-26,2022-08-04,中部,
C00194,Customer_194,F,1973-09-04,2024-07-28,中部,
C00195,Customer_195,F,1983-09-30,2021-08-24,北部,
C00196,Customer_196,M,1994-04-05,2025-03-07,南部,
C00197,Customer_197,F,1988-06-20,2022-09-27,中部,2024-06-03
C00198,Customer_198,M,1982-01-21,2022-03-14,東部,
C00199,Customer_199,M,1983-01-01,2023-07-26,北部,
C00200,Customer_200,F,1965-12-02,2024-09-05,南部,
C00201,Customer_201,F,1986-01-02,2025-06-24,離島,
C00202,Customer_202,F,1969-07-23,2023-03-18,南部,
C00203,Customer_203,M,1979-09-07,2021-12-27,離島,
C00204,Customer_204,M,1999-12-05,2020-09-25,離島,
C00205,Customer_205,F,1966-08-05,2022-05-03,南部,
C00206,Customer_206,M,1972-12-15,2023-04-25,南部,
C00207,Customer_207,F,1996-10-22,2022-09-15,東部,
C00208,Customer_208,F,1990-10-01,2021-10-16,離島,
C00209,Customer_209,F,1997-04-08,2023-02-06,北部,
C00210,Customer_210,F,1985-12-31,2023-12-19,東部,
C00211,Customer_211,F,1975-02-16,2021-12-07,中部,2024-12-18
C00212,Customer_212,F,1995-11-05,2024-09-22,東部,
C00213,Customer_213,M,1991-07-08,2023-08-10,離島,
C00214,Customer_214,M,1999-08-17,2023-03-28,南部,2023-06-30
C00215,Customer_215,M,2006-09-11,2025-07-18,離島,
C00216,Customer_216,F,1973-11-09,2023-01-14,北部,
C00217,Customer_217,F,1985-10-11,2023-12-26,東部,
C00218,Customer_218,F,2004-08-11,2024-03-28,北部,
C00219,Customer_219,F,1990-09-06,2024-11-07,中部,
C00220,Customer_220,M,2005-10-02,2021-01-10,北部,
C00221,Customer_221,F,1989-09-29,2022-02-14,南部,
C00222,Customer_222,M,1983-03-11,2023-06-18,中部,
C00223,Customer_223,F,1975-01-06,2023-03-08,北部,
C00224,Customer_224,M,1978-03-19,2025-06-04,南部,
C00225,Customer_225,F,1972-01-09,2023-12-04,北部,
C00226,Customer_226,M,2004-06-12,2023-05-21,離島,2023-09-25
C00227,Customer_227,F,1994-02-24,2021-03-27,離島,
C00228,Customer_228,F,2004-03-06,2021-04-02,南部,
C00229,Customer_229,M,1985-05-03,2025-04-12,離島,
C00230,Customer_230,M,2007-07-30,2021-10-23,東部,
C00231,Customer_231,M,2004-08-24,2021-04-05,中部,
C00232,Customer_232,F,1971-04-27,2025-02-12,中部,
C00233,Customer_233,M,1973-10-11,2020-09-30,北部,
C00234,Customer_234,F,1982-01-31,2021-04-27,中部,2022-11-11
C00235,Customer_235,F,1995-09-09,2024-06-02,東部,
C00236,Customer_236,M,1966-09-28,2022-10-02,北部,
C00237,Customer_237,M,2004-05-15,2022-08-27,南部,2025-01-29
C00238,Customer_238,F,2003-03-24,2023-10-19,南部,2024-07-12
C00239,Customer_239,M,1993-06-22,2023-07-07,南部,2024-11-30
C00240,Customer_240,F,2002-06-27,2022-05-27,北部,
C00241,Customer_241,M,2002-08-07,2024-03-19,東部,
C00242,Customer_242,M,1993-11-27,2022-05-12,離島,
C00243,Customer_243,M,2003-03-22,2020-11-02,離島,
C00244,Customer_244,M,1989-06-26,2024-11-04,南部,
C00245,Customer_245,F,1993-01-13,2021-01-18,南部,
C00246,Customer_246,M,1972-08-31,2025-07-24,離島,
C00247,Customer_247,M,1990-12-21,2022-03-29,離島,
C00248,Customer_248,F,1980-05-26,2022-10-11,北部,
C00249,Customer_249,M,1983-07-05,2023-08-27,東部,2025-03-31
C00250,Customer_250,M,1969-01-15,2023-06-17,南部,
C00251,Customer_251,F,1980-01-09,2023-06-18,北部,
C00252,Customer_252,M,2004-06-23,2023-05-10,中部,
C00253,Customer_253,F,1987-01-14,2022-07-28,離島,
C00254,Customer_254,F,1995-04-03,2024-08-09,中部,
C00255,Customer_255,F,2006-08-18,2024-10-23,中部,
C00256,Customer_256,F,1980-12-14,2024-11-04,北部,2025-03-28
C00257,Customer_257,M,1967-05-06,2023-04-09,離島,2023-12-03
C00258,Customer_258,M,1967-11-27,2022-01-31,東部,
C00259,Customer_259,M,2006-03-19,2024-10-27,中部,2024-11-22
C00260,Customer_260,F,1969-04-19,2024-04-03,東部,
C00261,Customer_261,F,1969-01-12,2022-12-08,離島,
C00262,Customer_262,M,1988-04-28,2023-05-03,離島,
C00263,Customer_263,M,1971-05-08,2024-02-05,離島,2025-01-01
C00264,Customer_264,M,1986-10-31,2023-08-30,東部,
C00265,Customer_265,M,1966-03-31,2023-04-29,東部,
C00266,Customer_266,M,1992-09-03,2023-10-22,中部,
C00267,Customer_267,M,1995-04-07,2020-12-25,離島,
C00268,Customer_268,F,1967-11-11,2022-05-22,北部,
C00269,Customer_269,F,2000-06-17,2024-02-02,離島,
C00270,Customer_270,F,1967-11-14,2022-03-03,東部,
C00271,Customer_271,F,1987-05-23,2021-01-28,離島,
C00272,Customer_272,M,1979-08-07,2021-03-02,北部,
C00273,Customer_273,M,1992-08-06,2022-01-21,南部,
C00274,Customer_274,F,1973-11-24,2024-11-02,南部,
C00275,Customer_275,F,1989-01-13,2025-01-21,東部,
C00276,Customer_276,M,1976-09-23,2023-05-16,南部,
C00277,Customer_277,F,1985-04-14,2024-11-27,離島,
C00278,Customer_278,F,1986-08-21,2025-05-01,離島,
C00279,Customer_279,F,2004-06-05,2022-11-09,東部,2025-01-26
C00280,Customer_280,M,1983-06-05,2023-11-28,南部,
C00281,Customer_281,M,2004-07-09,2021-01-31,中部,
C00282,Customer_282,M,1969-05-10,2022-05-08,中部,2022-08-28
C00283,Customer_283,M,1980-07-08,2022-11-05,北部,
C00284,Customer_284,M,2001-12-10,2021-08-29,南部,
C00285,Customer_285,F,1979-02-19,2025-07-20,南部,
C00286,Customer_286,F,1987-09-02,2025-01-28,東部,
C00287,Customer_287,F,1973-06-23,2021-11-26,南部,
C00288,Customer_288,M,1977-03-15,2021-12-28,北部,
C00289,Customer_289,F,1998-01-24,2021-08-15,南部,2021-12-28
C00290,Customer_290,M,1967-10-29,2021-10-29,南部,
C00291,Customer_291,F,1985-12-16,2021-03-14,中部,
C00292,Customer_292,F,1989-07-28,2023-09-13,中部,
C00293,Customer_293,M,2000-01-08,2022-07-26,東部,
C00294,Customer_294,F,1966-07-23,2021-12-20,北部,
C00295,Customer_295,M,1992-05-06,2025-01-28,東部,
C00296,Customer_296,F,1972-01-11,2023-09-29,中部,
C00297,Customer_297,M,1999-05-19,2025-01-09,東部,
C00298,Customer_298,F,1986-03-10,2023-09-06,中部,
C00299,Customer_299,M,1983-05-14,2022-10-20,南部,
C00300,Customer_300,M,1981-02-22,2024-01-29,離島,2024-11-25
C00301,Customer_301,M,1987-02-24,2021-08-24,南部,
C00302,Customer_302,M,1998-03-14,2023-04-04,中部,
C00303,Customer_303,F,1983-12-28,2022-07-19,離島,2025-07-21
C00304,Customer_304,F,1978-09-03,2021-06-19,北部,
C00305,Customer_305,F,2007-05-25,2022-05-28,南部,2022-08-26
C00306,Customer_306,F,1983-08-29,2021-11-21,南部,
C00307,Customer_307,F,1984-01-02,2025-08-03,離島,
C00308,Customer_308,M,1969-05-26,2024-06-21,南部,
C00309,Customer_309,M,1968-11-26,2024-07-21,北部,
C00310,Customer_310,M,2003-04-20,2022-04-17,東部,
C00311,Customer_311,F,1972-10-02,2022-12-20,離島,
C00312,Customer_312,F,2002-10-02,2025-03-07,北部,2025-03-18
C00313,Customer_313,M,1973-03-17,2023-11-01,南部,
C00314,Customer_314,F,1969-02-04,2023-09-07,北部,
C00315,Customer_315,F,2002-12-23,2024-03-21,北部,
C00316,Customer_316,F,1987-05-30,2022-11-05,北部,2023-04-16
C00317,Customer_317,F,1968-01-29,2023-04-14,南部,
C00318,Customer_318,F,1969-09-03,2020-10-16,東部,
C00319,Customer_319,F,1982-11-19,2021-12-10,南部,
C00320,Customer_320,M,1982-07-22,2025-02-20,北部,2025-03-02
C00321,Customer_321,F,1986-09-23,2024-06-16,南部,
C00322,Customer_322,F,1994-10-22,2025-07-31,中部,
C00323,Customer_323,F,1977-08-14,2021-01-10,中部,
C00324,Customer_324,F,2000-02-07,2025-05-01,北部,2025-05-27
C00325,Customer_325,M,1980-10-07,2022-12-07,離島,2024-01-28
C00326,Customer_326,M,1999-12-18,2025-04-20,南部,2025-06-21
C00327,Customer_327,M,2000-11-12,2024-06-11,北部,
C00328,Customer_328,M,1969-08-26,2021-02-02,東部,
C00329,Customer_329,M,1999-08-12,2021-01-14,南部,
C00330,Customer_330,F,1975-10-20,2023-09-08,中部,
C00331,Customer_331,F,2001-11-11,2022-02-19,北部,
C00332,Customer_332,M,1994-01-02,2024-07-02,北部,
C00333,Customer_333,M,1987-01-24,2023-04-19,東部,
C00334,Customer_334,F,1995-08-14,2025-01-22,離島,
C00335,Customer_335,M,2004-02-25,2021-09-11,東部,
C00336,Customer_336,M,1985-01-01,2021-07-09,南部,
C00337,Customer_337,F,1992-08-09,2022-08-12,中部,
C00338,Customer_338,F,1985-01-12,2023-07-25,北部,
C00339,Customer_339,M,1999-11-29,2020-12-13,離島,
C00340,Customer_340,M,1967-11-04,2023-04-26,南部,
C00341,Customer_341,M,1998-05-19,2024-01-15,北部,
C00342,Customer_342,F,2004-06-01,2022-12-31,南部,2024-06-16
C00343,Customer_343,M,1971-08-01,2021-02-26,中部,
C00344,Customer_344,F,2000-04-30,2022-06-05,離島,
C00345,Customer_345,M,1974-10-08,2021-04-20,南部,2023-08-17
C00346,Customer_346,M,1994-01-25,2021-05-15,中部,
C00347,Customer_347,F,2002-03-04,2022-06-23,東部,
C00348,Customer_348,M,1980-03-28,2024-06-09,中部,
C00349,Customer_349,F,1977-03-20,2024-05-03,中部,
C00350,Customer_350,F,1993-01-16,2025-06-14,中部,
C00351,Customer_351,F,1993-06-13,2024-05-09,離島,
C00352,Customer_352,F,1993-01-27,2021-08-10,南部,
C00353,Customer_353,F,1971-09-26,2022-07-17,中部,
C00354,Customer_354,F,2003-02-03,2024-10-26,南部,
C00355,Customer_355,M,1983-03-24,2023-12-19,北部,
C00356,Customer_356,F,1990-02-20,2021-11-20,東部,
C00357,Customer_357,M,1966-06-04,2020-11-01,東部,
C00358,Customer_358,M,2001-03-11,2023-04-28,東部,
C00359,Customer_359,M,1991-08-26,2025-08-09,東部,
C00360,Customer_360,F,1993-01-08,2022-07-23,中部,
C00361,Customer_361,M,1965-11-08,2023-12-04,東部,
C00362,Customer_362,F,2003-06-09,2021-11-26,離島,
C00363,Customer_363,M,2003-04-09,2024-01-04,北部,
C00364,Customer_364,F,1971-01-04,2020-08-26,北部,
C00365,Customer_365,M,2000-05-10,2024-08-05,離島,2025-07-10
C00366,Customer_366,M,2003-12-16,2024-08-20,北部,
C00367,Customer_367,M,1989-05-01,2024-09-21,東部,
C00368,Customer_368,M,2005-05-10,2025-07-27,中部,
C00369,Customer_369,F,1978-04-08,2025-01-31,中部,
C00370,Customer_370,F,1977-07-12,2023-08-01,北部,2024-01-31
C00371,Customer_371,F,1991-01-09,2025-05-08,南部,
C00372,Customer_372,F,1982-01-16,2025-05-10,東部,
C00373,Customer_373,M,1966-03-22,2023-10-05,東部,
C00374,Customer_374,F,1996-06-08,2023-01-01,中部,
C00375,Customer_375,M,1991-06-28,2025-08-05,東部,
C00376,Customer_376,F,1998-06-27,2020-09-07,離島,
C00377,Customer_377,M,1996-02-06,2025-05-18,北部,
C00378,Customer_378,F,2005-08-30,2021-12-28,南部,
C00379,Customer_379,F,1973-10-15,2022-06-14,南部,
C00380,Customer_380,F,1994-10-12,2021-09-02,東部,
C00381,Customer_381,M,2003-08-02,2022-06-11,離島,
C00382,Customer_382,F,1985-05-22,2022-12-13,東部,
C00383,Customer_383,M,1978-03-31,2021-10-22,北部,
C00384,Customer_384,M,1992-08-26,2024-06-23,中部,
C00385,Customer_385,M,1993-08-27,2024-06-19,北部,
C00386,Customer_386,M,2007-07-22,2022-01-31,北部,
C00387,Customer_387,F,2001-07-31,2021-06-30,北部,
C00388,Customer_388,M,2007-05-23,2021-06-04,北部,
C00389,Customer_389,F,1995-05-12,2024-07-05,北部,
C00390,Customer_390,F,1980-08-28,2023-12-13,東部,
C00391,Customer_391,M,1984-03-20,2022-10-14,北部,
C00392,Customer_392,M,1980-12-04,2020-10-31,南部,
C00393,Customer_393,M,1992-10-02,2021-04-25,北部,
C00394,Customer_394,M,1969-06-16,2021-05-25,中部,
C00395,Customer_395,M,1976-02-16,2024-04-27,中部,
C00396,Customer_396,M,2004-02-28,2021-05-06,南部,
C00397,Customer_397,F,1980-08-14,2022-03-19,離島,
C00398,Customer_398,F,1970-11-26,2022-06-03,東部,
C00399,Customer_399,F,1982-01-31,2022-08-15,離島,
C00400,Customer_400,M,1971-10-24,2023-08-06,南部,
C00401,Customer_401,F,1998-09-19,2022-05-09,南部,
C00402,Customer_402,F,1981-07-30,2020-10-07,南部,
C00403,Customer_403,M,1996-03-24,2025-07-02,東部,2025-07-24
C00404,Customer_404,M,1979-10-04,2021-05-09,中部,
C00405,Customer_405,M,2000-04-05,2023-05-14,東部,2025-05-13
C00406,Customer_406,M,1977-05-03,2021-05-20,北部,
C00407,Customer_407,M,2006-02-02,2024-03-30,北部,
C00408,Customer_408,M,1967-02-21,2024-03-18,離島,
C00409,Customer_409,F,1986-02-08,2022-07-11,離島,
C00410,Customer_410,M,1993-08-26,2021-04-17,南部,
C00411,Customer_411,F,1976-04-20,2025-02-14,東部,
C00412,Customer_412,F,1974-04-27,2022-05-09,離島,
C00413,Customer_413,F,1990-01-05,2020-11-28,東部,
C00414,Customer_414,M,1988-11-22,2022-03-29,中部,
C00415,Customer_415,M,1994-12-08,2025-07-25,南部,2025-07-29
C00416,Customer_416,F,1983-10-28,2024-01-31,南部,2024-06-16
C00417,Customer_417,F,1973-04-26,2023-12-18,北部,
C00418,Customer_418,M,2005-11-09,2023-09-12,離島,
C00419,Customer_419,M,1990-09-06,2022-06-10,南部,2024-11-06
C00420,Customer_420,F,1984-10-22,2022-08-06,北部,
C00421,Customer_421,M,1997-01-30,2022-03-03,東部,
C00422,Customer_422,F,2007-02-16,2022-12-08,中部,
C00423,Customer_423,M,1978-09-28,2024-07-24,北部,
C00424,Customer_424,M,1977-09-07,2023-10-26,北部,2024-08-10
C00425,Customer_425,M,1974-12-20,2023-11-05,東部,
C00426,Customer_426,M,2000-07-11,2023-06-16,東部,2025-03-07
C00427,Customer_427,F,1989-05-25,2024-08-11,離島,
C00428,Customer_428,M,1969-10-31,2021-01-03,北部,
C00429,Customer_429,M,1996-07-11,2021-08-16,中部,2024-05-16
C00430,Customer_430,F,1968-07-27,2023-10-19,南部,
C00431,Customer_431,M,1996-09-17,2021-11-26,南部,
C00432,Customer_432,M,1999-02-26,2024-10-13,北部,2025-02-18
C00433,Customer_433,M,1997-07-21,2025-01-17,中部,
C00434,Customer_434,F,1971-07-06,2022-02-12,南部,2025-04-03
C00435,Customer_435,M,1969-10-31,2023-02-16,中部,
C00436,Customer_436,F,1976-02-08,2023-04-24,北部,2023-10-10
C00437,Customer_437,F,1975-04-27,2021-01-05,南部,
C00438,Customer_438,M,2001-11-27,2021-06-29,北部,
C00439,Customer_439,F,1974-10-16,2025-03-10,北部,
C00440,Customer_440,F,1978-05-09,2020-11-08,離島,
C00441,Customer_441,M,1997-12-29,2023-06-19,離島,
C00442,Customer_442,F,1999-08-13,2023-08-24,南部,
C00443,Customer_443,F,1995-05-15,2024-02-06,中部,
C00444,Customer_444,M,1978-02-23,2024-10-23,北部,
C00445,Customer_445,M,1983-04-03,2025-04-20,中部,
C00446,Customer_446,F,2006-10-27,2024-04-17,南部,2025-07-04
C00447,Customer_447,F,1976-03-17,2024-01-24,南部,
