customer_id,name,gender,birth_date,register_date,region,modify_date
C00112,Customer_112,M,2004-01-18,2021-07-27,東部,
C00113,Customer_113,M,1984-12-25,2024-11-17,中部,2025-02-20
C00114,Customer_114,F,1999-11-09,2021-05-14,離島,
C00115,Customer_115,F,1996-02-07,2023-03-19,中部,
C00116,Customer_116,F,1983-12-06,2022-06-09,離島,
C00117,Customer_117,M,1969/10/10,2025-03-19,東部,
C00118,Customer_118,M,1996-07-11,2022-02-18,北部,
C00119,Customer_119,M,2000-07-09,2020-10-18,中部,
C00120,Customer_120,F,2001-12-04,2020-11-28,離島,
C00121,Customer_121,M,1996-07-27,2024-01-22,離島,
C00122,Customer_122,F,1968-09-29,2021-05-17,北部,
C00123,Customer_123,F,1974-12-12,2023-07-13,東部,
C00124,Customer_124,F,1965-10-18,2021-12-02,離島,2024-07-26
C00125,Customer_125,F,2004-09-04,2023-02-21,北部,
C00126,Customer_126,M,1998-12-29,2021-05-13,離島,
C00127,Customer_127,F,1982-01-25,2021-06-14,中部,
C00128,Customer_128,F,1975-05-24,2020-10-07,中部,
C00129,Customer_129,F,2001-05-29,2023-09-03,離島,
C00130,Customer_130,M,1998-08-16,2025-07-30,離島,
C00131,Customer_131,F,1993-08-14,2025-01-03,中部,
C00132,Customer_132,M,1965-09-06,2025-01-18,東部,
C00133,Customer_133,F,1977-09-29,2025-02-25,南部,
C00134,Customer_134,F,1966-05-01,2023-10-27,北部,
C00135,Customer_135,F,1971-08-23,2020-10-17,中部,2022-07-23
C00136,Customer_136,F,1990-02-26,2020-08-21,南部,
C00137,Customer_137,M,1969-06-26,2023-09-18,南部,
C00138,Customer_138,M,1998-02-14,2021-09-24,南部,
C00139,Customer_139,F,1996-01-02,2022-11-23,離島,
C00140,Customer_140,M,2005-11-03,2024-03-19,中部,
C00141,Customer_141,M,1976-03-29,2022-10-19,北部,
C00142,Customer_142,M,1989-01-03,2021-01-28,南部,
C00143,Customer_143,F,2007-04-09,2024-12-13,中部,
C00144,Customer_144,M,1985-03-12,2021-02-07,離島,2023-03-11
C00145,Customer_145,M,1999-05-03,2024-07-04,東部,
C00146,Customer_146,M,1995-10-03,2025-07-09,離島,
C00147,Customer_147,M,1967-02-08,2023-06-19,中部,
C00148,Customer_148,F,1990-09-12,2022-11-30,北部,
C00149,Customer_149,M,1999-03-16,2023-07-19,南部,
C00150,Customer_150,F,1989-11-07,2024-03-04,東部,2025-01-31
C00151,Customer_151,M,1992-08-31,2025-05-24,中部,2025-06-27
C00152,Customer_152,F,1984-04-02,2023-08-20,北部,
C00153,Customer_153,F,1969-08-22,2024-03-16,中部,
C00154,Customer_154,M,2000-12-29,2022-09-03,,
C00155,Customer_155,F,1968-02-11,2023-07-25,中部,
C00156,Customer_156,M,1977-10-22,2021-12-10,南部,
C00157,Customer_157,F,1983-11-14,2025-04-08,北部,
C00158,Customer_158,M,1988-05-29,2023-05-06,北部,
C00159,Customer_159,M,1986-08-17,2023-03-05,東部,
C00160,Customer_160,F,1992-09-19,2022-01-09,北部,
C00161,Customer_161,F,1973-06-15,2024-05-04,中部,
C00162,Customer_162,M,1978-04-30,2025-01-07,中部,
C00163,Customer_163,M,1985-03-01,2023-05-22,東部,
C00164,Customer_164,F,1982-11-16,2022-02-02,中部,
C00165,Customer_165,F,1985-01-17,2023-07-28,南部,2024-01-09
C00166,Customer_166,F,1977-09-12,2024-01-01,東部,
C00167,Customer_167,M,1999-02-24,2022-12-09,東部,
C00168,Customer_168,F,1989-06-10,2020-09-16,離島,
C00169,Customer_169,F,1979-10-05,2022-02-05,北部,
C00170,Customer_170,F,1966-02,2024-01-12,離島,
C00171,Customer_171,M,,2025-06-29,中部,
C00172,Customer_172,F,1966-06-06,2022-04-09,南部,
C00173,Customer_173,M,1994-08-10,2021-12-03,北部,
C00174,Customer_174,M,1970-03-23,2023-05-19,南部,
C00175,Customer_175,M,1977-06-09,2023-01-02,南部,2025-01-07
C00176,Customer_176,M,1973-06-07,2024-04-02,南部,
C00177,Customer_177,F,2001-01-01,2024-08-15,東部,
C00178,Customer_178,M,2006-12-07,2025-06-20,東部,
C00179,Customer_179,F,2004-07,2022-09-21,南部,
C00180,Customer_180,F,1967-01-21,2024-11-21,南部,
C00181,Customer_181,M,2002-10-13,2023-12-13,,
C00182,Customer_182,M,2003-05-04,2022-02-23,中部,
C00183,Customer_183,F,1995-06-17,2024-06-01,南部,
C00184,Customer_184,M,2001-09-21,2025-02-12,離島,
C00185,Customer_185,F,1967-08-29,2021-11-19,東部,2022-03-03
C00186,Customer_186,M,1979-11-26,2022-03-29,中部,
C00187,Customer_187,F,1996-12-19,2023-06-15,東部,
C00188,Customer_188,M,1977-04-30,2020-12-12,北部,
C00189,Customer_189,F,1965-09-02,2025-01-02,中部,
C00190,Customer_190,M,2001-01-14,2022-09-11,東部,
C00191,Customer_191,F,1992-03-16,2025-01-16,中部,
C00192,Customer_192,F,1983-03-11,2024-05-23,南部,
C00193,Customer_193,F,1985-04-25,2023-09-13,離島,
C00194,Customer_194,M,1986-05-27,2025-03-17,北部,
C00195,Customer_195,M,2002-12-05,2023-03-01,東部,2025-01-04
C00196,Customer_196,M,1981-02-07,2023-05-22,北部,
C00197,Customer_197,F,1983-04-18,2022-01-28,中部,
C00198,Customer_198,M,2004-06,2025-01-28,東部,
C00199,Customer_199,F,1970-05-25,2020-11-22,離島,
C00200,Customer_200,M,1998-08-30,2022-11-15,北部,
C00201,Customer_201,F,1979-03-17,2022-11-28,南部,
C00202,Customer_202,F,1966-04-22,2021-05-17,東部,
C00203,Customer_203,M,1981-08-10,2024-09-05,中部,
C00204,Customer_204,F,2003-02,2025-04-13,離島,
C00205,Customer_205,M,2005-06-16,2022-04-14,離島,
C00206,Customer_206,F,2006-11-25,2021-12-15,南部,2025-02-22
C00207,Customer_207,M,2007-03-29,2025-07-10,離島,
C00208,Customer_208,F,1986-04-01,2023-09-21,南部,2024-10-16
C00209,Customer_209,F,1969-06-07,2021-12-24,北部,
C00210,Customer_210,M,1968-10-03,2020-10-21,中部,
C00211,Customer_211,F,1995-04-15,2022-10-01,離島,
C00212,Customer_212,M,2005-12-19,2024-10-28,離島,
C00213,Customer_213,F,1983-08-18,2020-10-07,離島,2024-09-30
C00214,Customer_214,F,1967-11-11,2022-03-31,南部,
C00215,Customer_215,F,,2022-01-04,北部,2023-04-04
C00216,Customer_216,M,1991-01-30,2021-08-08,東部,
C00217,Customer_217,F,1999-10-30,2023-08-30,南部,
C00218,Customer_218,M,1966-07-28,2023-04-04,北部,
C00219,Customer_219,F,1984-06-19,2021-04-26,南部,
C00220,Customer_220,M,1988-02-02,2025-06-07,離島,
C00221,Customer_221,F,1999-10-29,2024-03-16,南部,2024-12-20
C00222,Customer_222,M,1980-07-21,2020-09-23,南部,
C00223,Customer_223,F,1969-04-26,2023-11-11,北部,
C00224,Customer_224,M,1977-12-12,2023-09-08,東部,2024-01-23
C00225,Customer_225,M,1996-06,2025-07-14,北部,2025-07-22
C00226,Customer_226,F,1985-09-07,2023-12-18,南部,
C00227,Customer_227,F,1987-11-20,2021-12-04,北部,
C00228,Customer_228,M,1977-08-05,2020-10-09,東部,
C00229,Customer_229,M,1984-04-07,2021-12-09,東部,
C00230,Customer_230,F,1990-07-08,2022-04-18,離島,
C00231,Customer_231,F,,2024-01-25,南部,
C00232,Customer_3299,M,1987-10-19,2025-01-24,東部,2025-03-21
C00233,Customer_233,F,1987-06-17,2025-04-27,北部,
C00234,Customer_234,M,1970-01-15,2020-10-13,北部,
C00235,Customer_235,M,1967-07-10,2023-06-18,東部,
C00236,Customer_236,F,1969-02-18,2022-04-16,中部,
C00237,Customer_237,M,1984-06-02,2022-04-18,北部,2024-09-27
C00238,Customer_238,F,1999-10-12,2021-02-23,東部,
C00239,Customer_239,M,1974-12-02,2022-11-29,東部,
C00240,Customer_240,M,1969-11-29,2022-09-26,東部,
C00241,Customer_241,F,1967-01-18,2023-01-31,離島,
C00242,Customer_242,M,1998-01-03,2023-05-20,北部,
C00243,Customer_243,F,1976-10-29,2023-11-19,東部,
C00244,Customer_244,F,1979-09-03,2020-10-02,中部,2024-12-14
C00245,Customer_245,M,1993-11-14,2025-01-06,北部,
C00246,Customer_246,M,2003-09-05,2025-03-12,南部,2025-03-28
C00247,Customer_247,F,1977-12-16,2022-05-09,東部,
C00248,Customer_248,F,1968-06-22,2024-04-02,離島,
C00249,Customer_249,M,1999-09-06,2021-03-21,中部,2024-04-25
C00250,Customer_250,M,1999-03-07,2024-03-08,離島,
C00251,Customer_251,M,1998-11-16,2023-02-06,東部,
C00252,Customer_252,F,1981-11-08,2021-08-07,東部,
C00253,Customer_2805,F,1968-03-03,2023-05-16,中部,
C00254,Customer_254,M,1998-09-08,2023-07-15,南部,
C00255,Customer_255,F,1970-12-07,2020-12-06,中部,
C00256,Customer_256,F,1996-05-05,2021-02-28,東部,
C00257,Customer_257,M,1995-12-26,2023-08-28,中部,
C00258,Customer_258,M,2001-06-15,2024-07-03,離島,2024-11-05
C00259,Customer_259,M,1974-05-20,2025-02-27,東部,
C00260,Customer_260,F,1989-10-07,2023-06-29,中部,
C00261,Customer_261,M,1996-10-20,2024-12-26,北部,2025-07-31
C00262,Customer_262,F,2003-05-04,2023-06-14,南部,
C00263,Customer_263,M,1966-08-06,2021-02-04,南部,
C00264,Customer_264,M,1974-06-30,2024-06-21,東部,
C00265,Customer_265,F,1991-06-25,2020-12-23,南部,
C00266,Customer_266,M,1984-03-21,2024-03-19,南部,
C00267,Customer_267,M,1987-06-07,2024-04-01,北部,
C00268,Customer_268,F,1967-04-05,2024-01-18,南部,2024-04-10
C00269,Customer_269,M,2006-12-18,2025-08-03,北部,
C00270,Customer_270,F,1982-09-22,2024-07-03,北部,
C00271,Customer_271,M,1991-07-19,2021-02-05,東部,
C00272,Customer_2435,F,1984-02-19,2020-11-15,中部,
C00273,Customer_273,F,1995-08-28,2023-07-21,東部,
C00274,Customer_274,F,1978-11-13,2022-11-22,北部,
C00275,Customer_275,F,1982-12-18,2024-06-15,南部,
C00276,Customer_276,M,1993-09-15,2021-10-08,離島,
C00277,Customer_277,F,1991-08-05,2021-04-08,東部,
C00278,Customer_278,F,1972-09-26,2022-05-27,南部,
C00279,Customer_279,F,2002-09-14,2021-01-30,南部,
C00280,Customer_280,M,1976-06-17,2023-08-30,南部,2024-06-25
C00281,Customer_281,F,1986-10-09,2024-11-25,中部,
C00282,Customer_282,M,1996-09-28,2023-05-03,離島,
C00283,Customer_283,M,1983-01-17,2025-03-25,北部,
C00284,Customer_284,M,1976-10-22,2022-06-20,離島,2024-07-16
C00285,Customer_285,M,1986-03-11,2024-01-20,北部,
C00286,Customer_286,M,1985-04-14,2022-11-15,離島,
C00287,Customer_287,M,1971-08-21,2023-11-23,南部,
C00288,Customer_288,M,2002-11-25,2024-03-25,東部,
C00289,Customer_289,F,1973-11-23,2024-02-26,南部,2025-05-07
C00290,Customer_290,M,1998-10-20,2020-11-07,北部,
C00291,Customer_291,M,1991-01-09,2024-10-04,東部,
C00292,Customer_292,M,2001-12-10,2024-10-23,離島,
C00293,Customer_293,F,1988-11-16,2022-04-28,北部,
C00294,Customer_294,F,1971-08-21,2020-08-31,南部,
C00295,Customer_295,M,,2024-09-05,北部,
C00296,Customer_296,F,1987-12-31,2024-07-10,南部,
C00297,Customer_297,M,1972-02-04,2022-09-07,中部,2024-05-31
C00298,Customer_298,F,1998-06-08,2025-02-25,北部,
C00299,Customer_299,F,1983-01-29,2023-02-21,東部,
C00300,Customer_300,F,1976-02-02,2021-01-30,北部,
C00301,Customer_301,M,1989-04-14,2023-07-28,中部,2024-07-23
C00302,Customer_302,M,1991-09-23,2023-06-27,離島,
C00303,Customer_303,M,1972-09-04,2023-10-23,中部,
C00304,Customer_304,F,1998-07-23,2021-10-06,,
C00305,Customer_305,F,1995-02-15,2022-10-23,南部,
C00306,Customer_306,M,2004-11-04,2022-11-10,中部,2023-09-07
C00307,Customer_307,M,2006-02-20,2023-07-31,中部,2024-11-05
C00308,Customer_308,M,1967-08-28,2024-09-21,離島,
C00309,Customer_309,F,1983/12/03,2023-11-02,北部,
C00310,Customer_310,M,1969-12-28,2022-08-11,離島,
C00311,Customer_311,M,2004-12-05,2025-01-12,中部,
C00312,Customer_312,F,1970-11-11,2020-09-16,離島,
C00313,Customer_313,M,1975-07-30,2021-06-16,北部,
C00314,Customer_314,F,1987-03-12,2022-12-29,東部,
C00315,Customer_315,F,2004-03-30,2021-09-14,南部,
C00316,Customer_316,M,1973-01-07,2023-12-29,,
C00317,Customer_317,F,1968-03-13,2020-09-16,南部,2022-01-08
C00318,Customer_318,F,1968-02-09,2022-12-07,離島,
C00319,Customer_319,M,1989-11-06,2023-12-04,離島,
C00320,Customer_320,F,1997-04-24,2024-08-06,南部,
C00321,Customer_321,F,1972-07-17,2022-08-19,離島,2024-05-12
C00322,Customer_322,F,1991-05-28,2022-11-18,東部,
C00323,Customer_323,M,1977-12-20,2024-05-03,離島,
C00324,Customer_324,F,1990-03-04,2022-06-15,東部,
C00325,Customer_325,M,2007-02-21,2021-08-10,北部,2025-02-06
C00326,Customer_326,F,1971-04-27,2024-05-14,北部,2024-09-05
C00327,Customer_327,F,1982-05-17,2024-03-14,北部,
C00328,Customer_328,F,1986-07-07,2023-01-17,,
C00329,Customer_329,F,1976-08-23,2023-10-11,北部,
C00330,Customer_330,M,1967-04-16,2025-03-17,東部,
C00331,Customer_331,M,2007-02-16,2022-05-22,離島,
C00332,Customer_332,M,1977-08-18,2022-03-24,南部,
C00333,Customer_333,M,1987-03-11,2022-01-19,東部,
C00334,Customer_334,M,1984-08-15,2023-07-10,中部,
C00335,Customer_335,F,1966-08-12,2021-12-18,北部,
C00336,Customer_336,F,2005-01-14,2024-02-09,離島,
C00337,Customer_337,M,1996-05-14,2025-06-12,中部,
C00338,Customer_338,M,1975-10-06,2021-01-11,北部,
C00339,Customer_339,F,2001-05-10,2023-10-11,東部,2024-03-24
C00340,Customer_340,M,,2022-04-28,南部,
C00341,Customer_341,M,1999-12-21,2021-10-31,離島,
C00342,Customer_342,F,2003-06-17,2023-11-01,中部,
C00343,Customer_343,F,1992-08-24,2025-04-29,東部,
C00344,Customer_344,M,1997-12-27,2022-12-27,北部,
C00345,Customer_345,F,1991-10-16,2024-03-24,北部,
C00346,Customer_346,F,1975-10-01,2024-05-29,北部,2024-11-01
C00347,Customer_347,M,1999-10-10,2024-07-12,離島,
C00348,Customer_348,F,1985-03-18,2021-06-23,北部,2023-10-31
C00349,Customer_349,M,1966-03-19,2023-09-08,中部,
C00350,Customer_350,M,1999-06-11,2023-04-01,中部,2025-01-09
C00351,Customer_351,M,1994-01-13,2024-10-31,北部,2025-06-28
C00352,Customer_352,F,1996-08-23,2024-12-09,中部,2025-06-02
C00353,Customer_353,F,1966-02-12,2022-11-21,南部,
C00354,Customer_354,F,1992-12-14,2021-08-29,北部,2022-12-12
C00355,Customer_355,F,1969-12-26,2021-11-29,離島,
C00356,Customer_356,F,1989-03,2021-12-29,南部,
C00357,Customer_357,M,1979-07-24,2021-09-29,北部,
C00358,Customer_358,M,1998-04-29,2021-06-04,離島,2025-01-15
C00359,Customer_359,M,1978-03-03,2023-03-11,北部,2023-10-21
C00360,Customer_360,F,,2022-09-27,東部,
C00361,Customer_361,F,1969-05-09,2024-11-27,東部,
C00362,Customer_362,M,1993-05-06,2023-05-26,南部,2024-08-26
C00363,Customer_363,F,1971-12-28,2024-01-11,,
C00364,Customer_364,F,1980-09,2022-01-17,中部,
C00365,Customer_365,F,1968-09-12,2021-05-25,中部,
C00366,Customer_366,F,1991-04-09,2025-01-18,東部,
C00367,Customer_367,M,1980-06-22,2021-10-22,中部,
C00368,Customer_368,F,1977-02-05,2022-02-21,中部,
C00369,Customer_369,F,1999-10-31,2021-06-02,東部,
C00370,Customer_370,F,1981-08-23,2023-07-27,東部,
C00371,Customer_371,F,1966-05-16,2024-04-19,北部,
C00372,Customer_372,M,2002-01-09,2022-06-07,離島,2025-05-11
C00373,Customer_373,F,1975-10-28,2021-08-07,東部,
C00374,Customer_374,F,1971-02-21,2021-07-06,東部,
C00375,Customer_375,F,1981-08-03,2023-02-14,中部,
C00376,Customer_376,M,2000-12-23,2022-07-14,離島,
C00377,Customer_377,F,1974-11,2023-12-01,中部,
C00378,Customer_378,F,1999-12-01,2021-03-23,中部,
C00379,Customer_379,F,1981-01-18,2022-10-23,離島,
C00380,Customer_380,F,1974-10-08,2022-02-04,北部,
C00381,Customer_381,F,1976-01-11,2023-11-19,北部,
C00382,Customer_382,M,1990-06-10,2022-01-10,離島,
C00383,Customer_383,F,1968-12-04,2024-03-16,北部,
C00384,Customer_384,M,1994-12-12,2024-07-01,南部,
C00385,Customer_385,M,1996-07-09,2025-01-09,北部,
C00386,Customer_386,M,1995-04-03,2022-09-25,東部,
C00387,Customer_387,M,1974-08-25,2022-12-07,北部,
C00388,Customer_388,F,1987-06-14,2021-03-24,中部,
C00389,Customer_389,F,2006-02-12,2023-09-07,北部,
C00390,Customer_390,F,1978-09-08,2024-05-23,離島,
C00391,Customer_391,M,1974-08-19,2025-07-02,南部,
C00392,Customer_392,F,,2021-01-14,中部,
C00393,Customer_393,F,1997-05-23,2025-02-12,離島,
C00394,Customer_394,F,1980-04-11,2021-10-31,離島,
C00395,Customer_395,F,1987-08,2021-08-20,東部,2022-03-05
C00396,Customer_396,M,1969-05-25,2023-06-19,東部,
C00397,Customer_397,F,1966-02-10,2024-10-16,中部,
C00398,Customer_398,F,1974-04-09,2025-06-15,離島,
C00399,Customer_399,M,2002-07-13,2022-03-02,南部,
C00400,Customer_400,F,1966-05-29,2021-11-20,中部,
C00401,Customer_401,M,1974-09-03,2021-12-30,北部,
C00402,Customer_402,M,2003-03,2025-01-29,南部,2025-04-18
C00403,Customer_403,F,1997-08-16,2020-09-23,中部,2025-06-09
C00404,Customer_404,F,1983-10-31,2021-09-03,南部,
C00405,Customer_405,M,2004-05-04,2022-02-08,北部,
C00406,Customer_406,M,1970-10-12,2023-10-20,北部,2025-02-22
C00407,Customer_407,F,2005-06-13,2024-12-22,中部,2025-01-16
C00408,Customer_408,M,1970-10-23,2022-05-16,南部,2025-05-18
C00409,Customer_409,F,1993-02-22,2023-03-17,中部,2023-06-13
C00410,Customer_410,M,2004-05-09,2024-02-05,南部,
C00411,Customer_411,M,1973-03-17,2021-06-28,南部,
C00412,Customer_412,F,1974-12-13,2022-06-03,中部,
C00413,Customer_413,M,1978-08-02,2023-08-26,離島,
C00414,Customer_414,F,1968-06-30,2022-01-11,東部,
C00415,Customer_415,M,1996-06-26,2022-01-24,中部,
C00416,Customer_416,F,1969-05-03,2021-12-08,東部,
C00417,Customer_417,F,2002-10-23,2025-03-14,南部,
C00418,Customer_418,F,1971-10-14,2023-02-22,,
C00419,Customer_419,F,1970-02-08,2025-06-30,離島,
C00420,Customer_420,F,1999-09-25,2021-09-28,中部,
C00421,Customer_421,M,1996-03-16,2024-06-28,北部,
C00422,Customer_422,M,2006-01-22,2022-04-10,南部,2022-10-27
C00423,Customer_423,F,2005-08-30,2025-03-06,東部,
C00424,Customer_424,F,1998-04-16,2020-11-10,離島,
C00425,Customer_425,M,1987-03-11,2023-07-08,北部,
C00426,Customer_426,F,1999-04-13,2021-11-15,南部,
C00427,Customer_427,F,1988-02-07,2023-05-18,南部,2023-10-12
C00428,Customer_428,F,1981-05-23,2023-01-11,離島,2024-12-03
C00429,Customer_429,M,1966-11-01,2022-06-27,東部,
C00430,Customer_430,F,2007-08-06,2023-10-21,北部,
C00431,Customer_431,F,2003-02-02,2023-10-23,離島,2024-09-24
C00432,Customer_432,M,1997-06-15,2022-12-01,東部,
C00433,Customer_433,M,1991-04-30,2021-12-03,離島,
C00434,Customer_434,F,2006-06-04,2024-03-20,東部,
C00435,Customer_435,F,1992-11-06,2024-08-15,離島,
C00436,Customer_436,F,1988-11-28,2022-07-19,北部,
C00437,Customer_437,F,1997-08-01,2020-09-09,離島,
C00438,Customer_438,F,1992-04-23,2023-07-01,中部,2024-02-20
C00439,Customer_439,M,1993-07-16,2024-09-02,中部,2025-07-24
C00440,Customer_440,F,1972-08-03,2025-07-03,離島,
C00441,Customer_441,M,1998-12-29,2022-10-16,北部,
C00442,Customer_442,F,1983-03-22,2021-09-06,中部,2025-03-14
C00443,Customer_443,M,1972-09-09,2022-09-23,中部,
C00444,Customer_444,F,2001-10-18,2025-06-02,北部,
C00445,Customer_445,F,1971-07-29,2025-03-30,北部,
C00446,Customer_446,M,1982-12-01,2024-08-09,中部,2025-07-02
C00447,Customer_447,F,1988-07-16,2022-10-07,北部,
C00448,Customer_448,F,1985-09-25,2022-07-30,北部,
C00449,Customer_449,F,2003-12-27,2021-01-17,中部,
C00450,Customer_450,M,1977-08-01,2023-12-15,東部,
C00451,Customer_451,M,2007-01-13,2023-08-10,南部,
